GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons IO,org.apache.commons.io.filefilter,AgeFileFilter,24,52,2,4,2,16,2,9,1,7
Commons IO,org.apache.commons.io.filefilter,WildcardFileFilter,46,132,7,19,10,33,5,17,1,8
Commons IO,org.apache.commons.io.filefilter,DirectoryFileFilter,0,13,0,0,0,5,0,3,0,3
Commons IO,org.apache.commons.io.filefilter,FalseFileFilter,0,14,0,0,0,6,0,4,0,4
Commons IO,org.apache.commons.io.filefilter,TrueFileFilter,0,14,0,0,0,6,0,4,0,4
Commons IO,org.apache.commons.io.filefilter,RegexFileFilter,0,72,2,10,0,24,2,9,0,5
Commons IO,org.apache.commons.io.filefilter,NotFileFilter,16,32,0,6,1,7,1,6,1,3
Commons IO,org.apache.commons.io.filefilter,CanWriteFileFilter,0,16,0,0,0,5,0,3,0,3
Commons IO,org.apache.commons.io.filefilter,SizeFileFilter,24,44,2,8,2,10,2,7,1,3
Commons IO,org.apache.commons.io.filefilter,FileFilterUtils,15,154,0,12,5,38,4,28,4,22
Commons IO,org.apache.commons.io.filefilter,SuffixFileFilter,51,127,9,17,10,33,7,15,1,8
Commons IO,org.apache.commons.io.filefilter,OrFileFilter,52,108,9,13,11,33,6,15,1,9
Commons IO,org.apache.commons.io.filefilter,CanReadFileFilter,0,22,0,0,0,6,0,3,0,3
Commons IO,org.apache.commons.io.filefilter,EmptyFileFilter,0,37,1,7,0,8,1,6,0,3
Commons IO,org.apache.commons.io.filefilter,NameFileFilter,47,131,8,18,10,33,6,16,1,8
Commons IO,org.apache.commons.io.comparator,ReverseComparator,5,14,1,1,1,5,1,2,0,2
Commons IO,org.apache.commons.io.comparator,NameFileComparator,2,58,1,1,0,15,1,4,0,4
Commons IO,org.apache.commons.io.comparator,PathFileComparator,2,58,1,1,0,15,1,4,0,4
Commons IO,org.apache.commons.io.comparator,DefaultFileComparator,0,23,0,0,0,6,0,3,0,3
Commons IO,org.apache.commons.io.comparator,SizeFileComparator,0,96,2,14,0,26,2,10,0,4
Commons IO,org.apache.commons.io.comparator,ExtensionFileComparator,2,64,1,1,0,17,1,4,0,4
Commons IO,org.apache.commons.io.comparator,LastModifiedFileComparator,0,39,0,4,0,11,0,5,0,3
